ppm,S200538,S200624,S200627,S200725,S200547,S202042,S200796,S200793,S201032,S200610,S200607,S200820,S200071
PPM5.0895,2793.194,997.4065,987.813,1043.4116,737.7152,467.652,849.3937,1228.3828,2320.142,801.9723,774.4461,723.5964,710.2856
PPM5.0885,2777.3514,989.1778,976.5085,1057.3146,736.7792,463.4951,832.9237,1203.3886,2373.5268,760.9957,802.8053,725.4524,706.6121
PPM5.0875,2720.7288,929.1246,905.7755,1005.8532,682.4154,384.7214,777.7607,1179.332,2379.436,693.0477,757.2492,698.092,654.781
PPM5.0865,2692.25,886.2697,827.0224,958.7138,648.0921,338.7957,749.6686,1181.6207,2383.507,664.687,725.8885,661.8822,626.0976
PPM5.0855,2723.6165,899.72,827.9983,949.5795,659.2658,339.9468,771.7073,1189.7686,2426.4425,712.2328,736.3065,662.1709,631.733
PPM5.0845,2792.4806,917.4751,881.2672,985.2981,726.3753,352.2465,874.2069,1222.8674,2543.7246,786.4126,778.4463,712.6883,644.595
PPM5.0835,2866.8247,970.6995,945.2753,1070.3378,792.8474,396.7861,962.5747,1278.4211,2671.9965,837.9839,815.8038,770.2812,678.2329
PPM5.0825,2867.2008,1002.8218,974.2024,1093.0975,779.969,428.9369,999.7146,1307.3813,2742.4306,830.9354,851.2671,773.3094,711.1794
PPM5.0815,2812.1321,990.1473,904.036,1022.0886,727.1871,378.3443,929.9479,1285.2408,2764.8088,749.044,825.2712,746.2238,714.0369
PPM5.0805,2773.1349,951.877,798.6292,947.2225,711.0181,344.184,828.3481,1242.7501,2765.3731,687.4801,765.2963,698.5437,704.9308
PPM5.0795,2767.2509,960.4831,741.144,906.1161,698.7757,317.2001,757.2115,1213.8836,2767.2741,687.1726,743.237,644.0159,703.5224
PPM5.0785,2772.7868,966.9799,706.5315,879.5166,675.1033,282.9177,722.6883,1200.5425,2798.7934,685.2477,746.3763,588.761,719.2897
PPM5.0775,2788.6854,938.3137,678.3927,893.8743,648.1916,270.2547,725.0399,1195.6607,2837.775,681.4245,751.9803,576.44,708.8782
PPM5.0765,2810.4683,909.6118,676.0713,888.5754,614.9232,248.1483,742.4173,1204.3063,2874.0309,687.0834,754.2192,580.3626,702.5788
PPM5.0755,2805.7208,895.0552,692.1561,894.9398,614.5789,233.3526,748.1485,1201.2579,2921.1001,692.7353,755.6915,576.2314,716.9283
PPM5.0745,2812.8247,904.7268,711.825,889.0661,627.988,216.2279,767.3424,1220.558,2967.295,708.7983,751.4786,587.3526,735.7752
PPM5.0735,2846.5384,900.5116,741.7494,889.8949,637.1627,212.9331,778.3562,1248.7437,3032.0049,695.0805,757.8632,594.8151,722.2612
PPM5.0725,2890.6098,920.1064,754.4932,881.3381,664.3093,203.4493,768.3559,1228.3338,3059.9036,686.3337,748.0938,597.0927,688.5884
PPM5.0715,2947.1065,947.2224,788.2195,899.796,670.3872,198.6477,769.9674,1218.9082,3082.8242,676.7018,746.0306,635.9585,676.4662
PPM5.0705,2988.2624,933.2546,821.9804,921.1336,650.583,206.372,801.7303,1236.9138,3106.2783,693.9729,757.6135,676.5863,667.2599
PPM5.0695,3020.4792,908.0565,820.4978,946.8971,625.092,212.3372,796.1999,1244.6077,3122.1937,714.2478,758.8965,709.5552,665.3428
PPM5.0685,3064.8324,908.8089,813.2156,951.5168,615.2743,223.8739,794.1292,1288.1284,3154.8724,722.9044,777.4656,753.9268,652.8315
PPM5.0675,3092.7125,936.8449,803.2795,968.5478,620.5566,256.8807,805.5497,1329.0321,3209.7605,718.731,808.4283,769.9022,665.3099
PPM5.0665,3109.8056,963.5161,786.3129,984.4263,612.4193,308.1353,780.9317,1329.6096,3254.3068,719.2276,855.2503,740.0286,696.5467
PPM5.0655,3110.3421,989.8538,771.8995,972.2217,626.1555,312.0265,771.0148,1329.7405,3270.1633,718.1612,870.7275,685.7284,721.3741
PPM5.0645,3104.7413,1002.2808,787.5086,955.3894,642.0319,281.0891,758.8283,1352.9808,3282.6501,728.9965,880.2169,643.1434,730.0591
PPM5.0635,3126.9412,975.7272,781.2128,931.539,619.6282,249.9934,732.7835,1365.0427,3343.0878,741.2531,872.7692,647.3843,750.1481
PPM5.0625,3164.6428,967.854,771.6668,920.6371,605.4885,227.5788,725.7194,1373.6929,3406.028,748.5477,847.3126,713.0454,759.5327
PPM5.0615,3172.3218,973.4112,782.0524,915.8851,631.6497,231.7155,751.1083,1371.31,3459.2154,728.4101,860.9721,755.6079,777.3992
PPM5.0605,3180.3376,987.306,814.1026,902.8241,669.8823,203.4539,788.3508,1363.7212,3505.2399,707.1723,882.723,726.887,800.1874
PPM5.0595,3216.0198,1018.578,837.4395,893.9456,701.8076,127.085,810.8958,1323.8282,3577.4597,706.6428,896.8148,676.0525,797.3844
PPM5.0585,3241.4408,1053.7093,856.8451,876.938,706.6305,93.2869,827.3525,1301.2702,3704.6756,733.178,901.7216,651.034,784.7084
PPM5.0575,3232.8597,1056.305,870.3018,871.1442,710.1107,113.5029,851.089,1325.5147,3798.2741,740.4558,900.7278,666.7218,765.9156
PPM5.0565,3257.8095,1030.2958,865.5343,867.7092,722.1913,139.9507,850.9731,1344.2698,3898.4412,749.1707,926.6007,669.4922,771.4651
PPM5.0555,3306.86,1024.9682,871.4273,850.7785,722.9792,195.2632,864.9372,1364.7369,4001.7006,762.2856,918.4269,686.9099,781.7548
PPM5.0545,3334.6648,1016.4008,861.2872,850.3157,718.3958,255.6803,840.8996,1418.1111,4097.3229,778.2217,896.6967,686.625,802.2415
PPM5.0535,3347.9113,997.5196,868.7242,859.9618,735.7088,247.3311,821.0234,1444.3265,4178.1976,809.5814,913.6914,686.1782,798.8601
PPM5.0525,3352.2656,1005.0761,861.6303,846.4585,749.0639,231.6799,858.5207,1463.2164,4250.0749,824.0403,958.9868,678.1819,804.9344
PPM5.0515,3387.8171,1024.9212,873.3867,833.4906,740.0963,233.2724,888.2672,1481.1846,4342.2006,842.3631,971.0177,680.3227,827.7268
PPM5.0505,3427.9022,1036.6951,920.4154,813.7931,699.0498,245.9943,890.0942,1481.8552,4444.8021,839.6367,957.0533,680.1674,840.1623
PPM5.0495,3445.4542,1061.7034,925.463,825.1902,666.2806,267.0825,851.1677,1473.8462,4580.3578,831.0416,935.2224,701.0916,867.9474
PPM5.0485,3457.8669,1089.1983,938.3156,841.8965,668.4199,309.3054,839.669,1445.039,4712.8568,846.991,907.846,710.829,901.572
PPM5.0475,3471.0719,1121.9621,948.0254,856.1778,757.3183,362.9655,841.5441,1449.6598,4840.2648,871.9366,900.3103,732.8119,877.7766
PPM5.0465,3499.0259,1152.5896,963.5395,880.9206,792.9973,360.227,838.8947,1461.2547,4959.5822,920.6122,901.0629,751.0214,835.17
PPM5.0455,3544.1478,1147.1458,951.1899,869.0547,794.5235,316.0753,858.3778,1449.9732,5091.8503,947.0266,905.8992,725.1152,823.851
PPM5.0445,3572.7828,1167.7521,947.2077,841.7365,794.8656,276.8159,869.969,1438.0938,5211.4775,957.8562,922.5505,701.2991,829.9856
PPM5.0435,3583.2041,1213.916,950.8396,808.646,784.6828,285.635,870.793,1440.3122,5307.0315,977.1388,942.4851,729.7231,818.1595
PPM5.0425,3602.5508,1236.7099,964.7685,838.4507,763.7817,292.7517,874.2039,1441.1017,5417.3874,995.0587,957.5907,767.916,786.2219
PPM5.0415,3609.3183,1251.4732,973.6031,859.7713,762.0302,281.131,894.6804,1431.2498,5551.9373,990.7541,973.1288,778.659,796.1236
PPM5.0405,3635.0779,1273.6116,986.6958,895.201,775.0383,295.1739,902.0685,1420.1639,5684.1446,997.6634,994.8726,795.7763,829.1865
PPM5.0395,3676.0556,1260.7453,1001.2299,939.8711,766.085,317.4396,877.9203,1430.4708,5809.0591,997.4398,1008.3434,824.4114,848.6185
PPM5.0385,3667.7609,1258.4824,994.6286,955.789,737.5127,319.9906,885.3257,1469.486,5895.9448,999.4365,1028.1314,816.7917,869.9303
PPM5.0375,3702.0613,1266.795,984.9111,967.2866,730.0472,344.0687,910.9125,1513.5712,5954.6719,1028.3286,1045.5257,813.2934,865.8457
PPM5.0365,3752.4245,1292.0584,994.6422,988.4506,757.5087,353.0125,931.6165,1529.646,6043.3147,1026.314,1053.1197,840.911,856.1163
PPM5.0355,3802.1215,1311.568,993.6786,978.9847,793.1836,345.3195,944.1901,1556.0504,6132.0821,1009.5711,1027.3002,867.8755,859.9384
PPM5.0345,3837.1733,1320.524,982.9342,960.1891,805.0145,341.1993,931.987,1573.0622,6236.0352,1005.6073,1041.3135,885.5224,861.3514
PPM5.0335,3865.7257,1339.8695,944.9443,964.0184,805.4876,335.0774,935.3777,1583.7776,6331.6436,1012.9912,1056.131,900.6573,830.3378
PPM5.0325,3908.8286,1384.8141,927.8831,965.0447,790.6517,338.4249,960.4833,1579.312,6416.6386,1026.2117,1035.682,893.0793,812.5874
PPM5.0315,3928.0707,1404.7023,924.176,957.3616,748.704,362.1698,983.0886,1580.8754,6494.6258,1039.9901,1052.738,888.1141,830.6166
PPM5.0305,3966.6118,1433.0355,904.744,965.0117,722.1263,357.7071,990.8851,1593.4674,6573.4389,1059.4889,1099.5254,883.0758,869.1155
PPM5.0295,4026.3982,1466.4208,883.4775,986.2548,723.6629,347.9686,970.4871,1621.0563,6685.1394,1071.2158,1129.827,866.7275,884.0571
PPM5.0285,4071.9785,1496.1496,867.8117,1014.5387,736.8505,349.0452,989.6749,1649.3932,6789.0149,1100.302,1121.7583,879.8273,914.9558
PPM5.0275,4099.6336,1536.0385,893.8954,1029.5452,766.9805,405.0491,1014.4248,1645.1164,6899.3869,1158.3425,1095.5563,881.3996,953.1097
PPM5.0265,4146.2931,1571.6153,917.6662,1054.6655,806.9958,453.4112,1008.2186,1628.5997,7034.5515,1210.8469,1106.3587,875.08,991.3525
PPM5.0255,4213.0816,1592.0575,924.3805,1067.9842,812.7174,469.1494,1006.5223,1622.3907,7169.5109,1249.4428,1117.2564,868.3805,1024.8579
PPM5.0245,4260.9203,1620.16,913.2298,1077.028,828.3083,476.7478,1017.0438,1625.4789,7313.8572,1253.7151,1141.5985,894.7476,1023.628
PPM5.0235,4307.4479,1666.3754,918.367,1098.9572,854.3366,510.0437,1005.0205,1624.6629,7449.4775,1244.8779,1169.6066,921.5702,1024.6223
PPM5.0225,4356.0832,1712.4603,924.3888,1125.9881,857.2839,519.6481,977.6119,1619.5245,7567.0517,1244.0659,1214.9773,912.1106,1056.246
PPM5.0215,4404.1324,1738.5194,924.2112,1157.4086,855.51,502.6289,984.8851,1655.0186,7712.1222,1238.8226,1238.6781,902.6972,1088.1742
PPM5.0205,4429.9812,1751.0804,908.4974,1175.6058,859.3335,508.7065,1001.0912,1714.3309,7866.1088,1225.4807,1267.7638,935.3567,1121.6503
PPM5.0195,4462.0195,1763.385,906.9048,1174.5122,883.2296,501.9221,1000.9494,1742.9741,8031.7902,1246.6435,1301.4901,943.028,1126.9558
PPM5.0185,4479.473,1758.6106,940.2736,1171.1556,876.0043,505.4725,993.4023,1744.1931,8229.9255,1268.3219,1315.606,935.69,1112.3172
PPM5.0175,4496.136,1765.7495,978.2632,1154.023,875.6822,540.9494,980.2299,1757.8967,8425.0084,1258.0625,1321.9264,946.1609,1059.4931
PPM5.0165,4537.7339,1745.0637,1028.2155,1151.2962,891.4339,539.2779,984.2277,1777.9727,8614.5209,1253.7683,1332.2682,962.3593,1014.9528
PPM5.0155,4568.2243,1748.1783,1037.8456,1145.3757,925.2498,504.7404,996.2176,1799.0111,8811.4488,1262.9545,1332.0412,973.188,1017.3165
PPM5.0145,4598.402,1796.8282,1042.6559,1166.5212,926.3849,501.4403,1000.6632,1808.5345,9037.3511,1269.9929,1354.9302,1002.815,993.7201
PPM5.0135,4643.5224,1847.1092,1050.1956,1187.6466,893.6199,557.9092,1013.0161,1807.8436,9271.9468,1283.9543,1380.3406,1012.6233,978.5391
PPM5.0125,4692.2915,1882.6405,1060.9377,1167.9555,906.2141,617.4417,990.4288,1801.0528,9515.374,1277.3437,1374.0118,1050.2352,934.2202
PPM5.0115,4732.0693,1881.9822,1079.1475,1156.0589,944.5679,652.1442,956.5351,1810.4411,9763.1779,1326.6419,1376.8381,1081.5269,901.5193
PPM5.0105,4762.6016,1892.7533,1073.1268,1154.9171,959.078,702.4934,955.4956,1802.5249,9987.0441,1406.3851,1402.0623,1108.5181,862.5893
PPM5.0095,4825.8013,1926.7942,1045.3504,1141.9621,965.2708,743.4762,963.8249,1790.116,10209.2607,1491.5481,1431.1327,1144.6484,850.5157
PPM5.0085,4881.7043,1982.0515,1028.574,1128.7021,1000.0369,762.5701,964.2869,1806.4788,10449.8287,1535.2635,1483.5065,1158.2985,869.4829
PPM5.0075,4931.7201,2038.4838,1032.8792,1148.3326,1039.7994,788.6341,963.0408,1834.947,10720.7693,1572.2293,1530.5055,1166.9376,877.8707
PPM5.0065,4999.5062,2070.5854,1048.3205,1171.1592,1082.6875,800.9868,978.4445,1855.0961,11016.203,1613.7356,1538.3665,1183.5717,907.4747
PPM5.0055,5077.6298,2093.6919,1038.5118,1201.9128,1116.7754,813.2141,974.151,1848.9158,11338.5816,1647.387,1537.881,1174.8839,960.7647
PPM5.0045,5144.4356,2093.9626,1065.1525,1242.6845,1158.1318,859.133,977.3469,1839.1564,11634.1192,1692.7379,1532.3476,1197.1104,1012.6194
PPM5.0035,5172.5895,2116.4875,1112.0843,1265.8505,1198.9655,923.0452,1017.9709,1876.165,11943.2954,1737.9283,1526.5353,1250.4654,1008.4289
PPM5.0025,5217.0408,2131.0978,1146.8395,1289.233,1197.8075,987.12,1050.1347,1908.3972,12243.0224,1764.1846,1525.4381,1262.5903,1006.1657
PPM5.0015,5246.3382,2178.6143,1177.3633,1318.191,1198.4169,1044.4826,1075.897,1927.407,12538.3248,1802.33,1533.2655,1275.3809,1022.7824
PPM5.0005,5264.8435,2226.1935,1209.88,1351.7743,1215.9965,1112.9944,1095.4865,1951.4404,12836.3842,1841.3574,1539.1279,1297.6747,998.7353
PPM4.9995,5316.6434,2259.2174,1203.3391,1383.1703,1245.6378,1182.9966,1113.2707,2004.4857,13114.9958,1859.0734,1549.0899,1336.4969,1005.175
PPM4.9985,5381.4667,2291.4753,1186.9385,1399.4732,1268.7786,1258.5358,1124.7218,2029.9209,13393.9903,1872.1944,1542.1579,1367.9106,1041.3145
PPM4.9975,5443.5804,2321.2441,1184.2324,1405.0078,1287.3267,1330.7391,1125.4387,2050.3093,13711.6701,1868.3992,1544.0148,1398.7787,1087.0456
PPM4.9965,5483.6332,2369.5981,1201.7603,1435.585,1297.398,1348.1785,1121.4635,2057.8693,14055.5017,1885.1187,1557.8846,1457.9804,1111.2292
PPM4.9955,5478.3941,2437.8669,1222.9595,1454.4249,1293.2231,1323.2724,1120.6244,2063.8304,14386.5676,1915.1777,1605.6103,1514.3624,1135.1395
PPM4.9945,5497.3156,2514.3775,1241.6651,1472.2833,1271.3215,1302.8914,1127.5732,2057.4844,14708.7035,1947.9378,1621.9007,1563.0868,1157.4473
PPM4.9935,5550.8163,2554.6654,1263.3344,1476.712,1265.1002,1298.9055,1140.7518,2059.6466,15033.4934,1985.9655,1630.6413,1597.7144,1165.3878
PPM4.9925,5615.6009,2569.0167,1311.4961,1499.4659,1290.7682,1301.0527,1165.202,2055.1414,15409.0656,2034.1971,1633.7416,1638.9687,1199.7885
PPM4.9915,5700.59,2572.8185,1356.2998,1505.7445,1318.5282,1348.2118,1183.9074,2079.79,15752.027,2073.5309,1632.5568,1677.1286,1242.2909
PPM4.9905,5760.4628,2534.282,1395.1654,1511.5593,1322.6644,1373.0179,1210.7376,2111.9071,16078.9397,2090.2326,1654.0616,1719.5253,1268.9555
PPM4.9895,5812.3986,2530.9836,1386.4978,1484.178,1342.0027,1361.3255,1243.3172,2106.1216,16406.1264,2119.5317,1657.0084,1765.5668,1305.0076
PPM4.9885,5859.1982,2571.5542,1394.6825,1472.502,1369.7335,1344.4631,1292.6662,2119.5106,16738.6167,2144.4337,1690.0115,1780.3058,1355.4295
PPM4.9875,5921.3299,2634.3743,1439.7709,1459.1824,1379.6259,1331.8808,1330.0337,2119.6293,17064.5895,2158.0494,1730.023,1798.4063,1416.988
PPM4.9865,5980.3122,2698.9273,1454.8051,1443.6245,1396.2104,1351.6856,1343.8811,2144.7721,17381.0496,2200.8535,1746.3324,1812.8018,1416.45
PPM4.9855,6083.6185,2741.4807,1457.5632,1494.3058,1434.9976,1346.757,1327.5194,2185.4602,17744.0819,2270.2415,1761.7781,1836.8408,1400.81
PPM4.9845,6185.5636,2780.0351,1480.9654,1586.9014,1462.1432,1337.3048,1323.9634,2251.2978,18107.9322,2330.9301,1793.0792,1883.2709,1419.7835
PPM4.9835,6296.3781,2835.0571,1502.5696,1648.5636,1466.1122,1332.0828,1351.2078,2292.2593,18482.4267,2394.756,1870.9874,1889.4357,1419.6692
PPM4.9825,6394.984,2898.4283,1482.8581,1693.2506,1504.3607,1326.9232,1335.8634,2340.9485,18853.2124,2476.7907,1936.7462,1827.3474,1396.6768
PPM4.9815,6461.9045,2987.0804,1479.9994,1753.6674,1552.943,1338.5934,1320.7034,2391.3982,19273.5843,2564.8646,1995.2393,1763.5224,1398.2002
PPM4.9805,6561.5943,3077.0488,1510.4036,1814.3869,1636.2323,1398.2154,1307.7524,2437.6315,19705.2484,2634.709,2066.3798,1742.2752,1397.0317
PPM4.9795,6688.0778,3171.6924,1523.7854,1854.148,1731.3489,1490.1746,1285.471,2478.8461,20158.6122,2680.2029,2182.4307,1757.9529,1390.7009
PPM4.9785,6805.9776,3251.1306,1542.2991,1879.8281,1792.1889,1589.2425,1264.0465,2523.558,20586.837,2745.2565,2260.7933,1792.125,1409.776
PPM4.9775,6914.3125,3348.6202,1590.3008,1892.2016,1791.4623,1726.6803,1305.7401,2534.4725,21074.1398,2815.0082,2291.8651,1822.6783,1404.5382
PPM4.9765,7024.068,3441.1347,1632.053,1923.3317,1756.284,1866.2319,1359.3988,2543.6892,21561.2914,2877.9037,2304.5013,1858.8712,1392.5753
PPM4.9755,7115.4257,3523.6968,1652.6671,1947.5371,1755.9282,1967.0413,1391.9199,2592.5276,22024.6064,3008.4862,2317.2789,1925.9779,1381.9528
PPM4.9745,7177.9139,3626.3051,1675.4397,1958.3688,1765.6678,2046.4679,1398.7386,2682.2287,22507.7961,3135.4549,2325.4435,2004.1534,1384.6574
PPM4.9735,7212.1477,3669.8615,1704.978,1963.9111,1788.0911,2143.5019,1410.064,2759.9328,22987.8639,3266.4718,2302.3161,2071.8866,1411.1158
PPM4.9725,7231.5231,3697.8863,1741.4643,1981.8222,1809.6915,2251.8186,1445.301,2796.0716,23510.0858,3358.5413,2303.1198,2106.9373,1462.4215
PPM4.9715,7295.6503,3746.733,1780.8814,1980.1147,1836.358,2356.2367,1483.6915,2819.0762,24023.1987,3440.0695,2311.8904,2115.2202,1532.536
PPM4.9705,7368.5925,3813.1984,1800.1529,1974.9181,1857.5641,2415.5293,1528.8876,2861.8691,24530.9492,3502.0176,2340.5977,2132.8188,1580.3928
PPM4.9695,7422.8996,3838.3256,1810.314,1965.7309,1893.6162,2466.2444,1562.0668,2902.3605,25065.054,3541.6621,2393.8713,2182.1576,1598.3162
PPM4.9685,7482.1659,3875.6839,1863.1292,1961.4867,1950.7063,2533.4787,1588.889,2930.4223,25656.7437,3596.5258,2451.1159,2217.2096,1617.0217
PPM4.9675,7561.4764,3923.2386,1936.1306,1964.2377,2008.7429,2609.4768,1583.1149,2927.1422,26248.7607,3652.0249,2481.6544,2270.4952,1652.3748
PPM4.9665,7651.1783,3935.1885,1997.5872,1966.7291,2082.2874,2697.3665,1557.7021,2948.2563,26839.242,3685.1089,2490.0632,2368.4748,1671.5789
PPM4.9655,7739.991,3970.2241,2036.3469,2011.2906,2138.9776,2770.9641,1570.1232,2985.6653,27458.0178,3733.7243,2464.0502,2471.9258,1674.7046
PPM4.9645,7805.2465,4033.3839,2104.6694,2084.1547,2162.5783,2838.1528,1610.2892,2995.754,28130.1011,3776.6395,2476.4718,2584.9308,1708.2975
PPM4.9635,7874.7571,4112.5845,2167.5171,2146.9226,2172.5401,2951.6734,1670.952,3022.9947,28784.187,3831.2793,2536.1447,2657.433,1762.2335
PPM4.9625,7944.3299,4210.5918,2236.5273,2199.8745,2214.5897,3082.9908,1734.0695,3083.2612,29462.2333,3924.3516,2614.8878,2713.6071,1831.994
PPM4.9615,7994.028,4281.8851,2298.9743,2244.8839,2258.9622,3203.8604,1770.2148,3102.2936,30225.3885,4049.0764,2677.5753,2766.7362,1889.3498
PPM4.9605,8105.6736,4359.726,2337.6373,2294.6876,2286.6019,3315.887,1809.4439,3128.1767,30987.1131,4141.3291,2776.3187,2797.6582,1923.821
PPM4.9595,8215.7365,4446.141,2376.5869,2338.8503,2356.9724,3407.2012,1862.2701,3173.4401,31785.0631,4201.2855,2916.6497,2879.1316,1939.7239
PPM4.9585,8316.861,4535.4712,2404.5416,2369.4526,2445.2478,3465.5763,1886.4526,3251.0142,32598.0411,4291.7052,3058.0074,3000.3678,1937.3191
PPM4.9575,8451.2136,4650.2001,2438.562,2409.2651,2528.0141,3560.9354,1889.3752,3332.3777,33466.4113,4394.7156,3150.3192,3145.8447,1940.9222
PPM4.9565,8574.3457,4791.8109,2477.3173,2458.5696,2599.7694,3655.6168,1920.3628,3422.42,34362.3995,4502.4575,3260.7457,3286.0529,1937.2363
PPM4.9555,8680.1808,4910.0552,2536.4669,2512.8783,2644.3665,3763.2385,1958.401,3508.7039,35278.3053,4609.8032,3383.0638,3389.5392,1924.968
PPM4.9545,8813.7738,4990.5613,2562.7504,2551.5555,2691.9792,3832.3801,1982.0293,3555.5567,36217.1966,4732.028,3521.5075,3466.5219,1923.5193
PPM4.9535,8938.9378,5111.3181,2552.0533,2583.2401,2761.9914,3861.7326,2003.481,3586.0579,37195.5456,4854.7802,3713.3806,3576.577,1924.6067
PPM4.9525,9057.1766,5227.6058,2562.287,2630.2463,2824.2028,3896.3349,2025.7623,3603.4589,38204.3447,4983.1657,3903.383,3700.128,1892.8187
PPM4.9515,9180.0751,5307.4343,2580.3207,2683.4915,2847.3309,3937.0416,2054.5496,3608.3206,39257.2293,5132.7278,4091.5722,3840.0682,1883.9807
PPM4.9505,9311.4365,5454.4531,2623.2121,2727.7158,2828.4106,3968.9744,2089.6888,3622.361,40398.976,5262.7552,4283.7471,3969.0721,1888.9765
PPM4.9495,9422.3494,5613.7693,2646.1176,2757.9407,2833.3048,4055.9388,2116.5358,3618.9872,41562.8047,5432.7901,4444.4312,4069.0531,1890.3198
PPM4.9485,9541.0413,5773.1198,2730.4342,2771.2213,2845.9397,4182.0122,2132.967,3607.3338,42796.4515,5602.7055,4603.2228,4171.8634,1915.4832
PPM4.9475,9697.2968,5938.2863,2840.1858,2792.9955,2854.383,4340.5271,2191.2578,3615.8436,44027.1699,5746.4148,4768.865,4233.2759,1947.4077
PPM4.9465,9831.8277,6107.0221,2960.6168,2820.8739,2859.3136,4508.4952,2303.7503,3672.9241,45380.4538,5850.0136,4940.5296,4293.2152,2015.5914
PPM4.9455,9960.4846,6315.3188,3070.7709,2841.1711,2868.5513,4640.1047,2388.5409,3753.8291,46765.9385,6008.6954,5098.9626,4387.8999,2090.9454
PPM4.9445,10085.7127,6542.6048,3152.7519,2881.4258,2915.1399,4794.8899,2486.0655,3804.6204,48244.9724,6176.9209,5285.6905,4500.0282,2177.9688
PPM4.9435,10200.3717,6763.7358,3239.1785,2937.7535,2962.3649,4974.9358,2577.6775,3821.6751,49773.1223,6314.5819,5478.2151,4592.1696,2289.652
PPM4.9425,10329.6159,6974.4362,3314.3184,2977.5675,2991.5662,5198.8478,2665.9877,3857.7208,51402.1588,6466.417,5661.8211,4617.696,2427.082
PPM4.9415,10486.7647,7209.6955,3355.1012,3093.9905,2990.8528,5464.1732,2717.406,3913.2423,53080.6726,6650.4032,5827.5262,4656.5672,2542.8784
PPM4.9405,10677.3127,7422.6349,3393.6051,3201.5937,2984.1143,5759.7437,2743.2014,3950.6173,54795.1244,6902.0568,5971.4589,4693.0657,2600.0774
PPM4.9395,10848.0831,7660.4443,3402.8793,3284.5368,3038.56,6062.5879,2767.1658,3984.7295,56629.6089,7142.1548,6114.0285,4782.1658,2632.7856
PPM4.9385,11021.9681,7893.1322,3357.0991,3391.6491,3172.8337,6340.9594,2810.9562,4018.6695,58528.4193,7391.0586,6296.9366,4886.6011,2640.4871
PPM4.9375,11213.4194,8110.4963,3298.5162,3539.418,3324.344,6590.6143,2864.064,3979.9548,60571.2707,7664.4573,6495.9436,5008.0084,2685.9867
PPM4.9365,11431.6132,8370.6196,3292.2158,3655.397,3465.4853,6788.3341,2940.492,3972.3705,62617.2444,7995.3853,6676.4392,5141.51,2703.5464
PPM4.9355,11655.1195,8664.9121,3317.5535,3729.0081,3598.2553,6947.1088,3031.0793,3965.0453,64727.5385,8322.772,6877.5889,5280.8809,2702.6633
PPM4.9345,11893.5348,8883.6117,3299.0733,3801.214,3737.2207,7167.9215,3090.5664,3940.7893,66784.3973,8630.0362,7056.1599,5409.4829,2766.5948
PPM4.9335,12126.3382,9123.1346,3282.1682,3887.7059,3874.1082,7508.5307,3130.3019,3943.928,68852.1838,8908.9676,7213.0322,5570.5672,2900.9967
