ppm,S200538,S200624,S200627,S200725,S200547,S202042,S200796,S200793,S201032,S200610,S200607,S200820,S200071
PPM8.9625,12.5028,-51.041,1.4208,-9.9408,-23.1213,-33.302,-32.5956,7.324,-0.2492,-1.5251,23.8014,-17.8178,-24.6836
PPM8.9615,13.6939,-46.3542,-25.9257,0.1535,-10.1635,-34.3232,-44.9826,13.3943,14.1102,38.9396,14.834,-1.6331,-2.9247
PPM8.9605,-4.8844,-33.6517,-26.0077,-26.8621,7.8196,-24.3907,-27.9024,-0.6489,36.4086,43.1908,33.2104,-5.7185,11.7307
PPM8.9595,-4.5542,-16.1444,-34.3008,-42.0603,-18.7829,-14.7517,-4.5971,5.844,29.9031,25.3026,40.6459,-15.2404,7.5096
PPM8.9585,11.9788,1.3008,-44.702,-35.3132,-41.1194,-6.2772,18.6843,17.5715,-4.9431,26.4041,36.7215,-22.4494,-4.354
PPM8.9575,20.6395,-6.9638,-31.2062,-20.1287,-33.684,-4.2451,23.674,17.867,1.4906,41.0238,28.215,-21.8169,-1.9761
PPM8.9565,29.1399,-28.0555,-9.7573,2.6915,-25.3462,-1.098,17.6,22.1198,10.3625,19.5331,11.3981,-11.4603,5.8286
PPM8.9555,39.4459,-44.3267,7.4409,-0.6648,2.3019,-7.4279,23.9312,-0.7638,-12.4095,4.0234,10.6199,0.5926,-7.3236
PPM8.9545,66.6705,-59.0401,11.0807,-13.9044,17.3317,11.7532,23.36,1.622,-24.7526,-2.5029,41.5789,10.9884,-11.4173
PPM8.9535,55.0072,-54.0383,9.3026,-12.9868,21.7438,40.039,27.1935,18.5079,-16.7374,-9.6629,58.0857,-15.8075,-40.1561
PPM8.9525,35.7458,-45.445,-9.7305,-8.1504,11.2593,24.8475,12.0446,26.8941,-8.1931,-0.6094,39.4576,-27.6068,-44.5662
PPM8.9515,32.4849,-41.3599,-13.3359,-13.73,-4.5236,-12.2711,6.8473,9.6017,-2.2622,-14.7477,21.7131,-7.9827,-39.9127
PPM8.9505,24.0135,-41.5279,-14.519,3.3106,-19.506,-28.3662,24.3768,-7.1191,-14.6817,-37.0874,23.7179,1.7227,-58.4776
PPM8.9495,17.6474,-11.4023,-6.0276,-1.9882,-27.0232,-11.4082,12.9228,1.4702,-17.5115,-46.5433,8.8922,6.7623,-39.111
PPM8.9485,8.7513,6.1946,-5.1917,-17.889,-17.7191,-3.6246,-13.0241,4.0705,-7.2068,-51.9791,16.0748,-2.7532,-20.4082
PPM8.9475,2.6037,-8.9053,-18.4884,-16.6383,-25.6923,13.6307,-17.5358,8.6388,-14.7945,-37.0225,7.6535,-33.5955,-30.6882
PPM8.9465,-2.9644,-8.6262,-25.8314,-14.8005,-31.0245,27.2443,4.0314,27.2345,-30.2017,-27.1539,-2.2585,-56.7637,-42.0643
PPM8.9455,-8.1829,-19.8778,-26.8648,-41.8617,-2.5707,21.8638,21.2841,6.7885,-27.4779,-22.9749,-13.8755,-47.8555,-20.831
PPM8.9445,-13.102,-33.5806,-0.4308,-58.436,-2.8751,-7.6152,22.633,8.85,-39.2813,-2.2725,-4.3121,-54.0314,-6.3442
PPM8.9435,6.7147,-40.7999,36.8602,-42.8046,1.7753,-15.3199,35.0532,-3.421,-55.1127,7.4081,-0.3464,-56.4949,-1.9018
PPM8.9425,25.1337,4.5561,45.4816,-23.3355,-8.9282,-32.3179,4.823,-20.9411,-29.0582,1.0537,32.0504,-25.1067,-10.8521
PPM8.9415,19.9436,22.8579,17.4883,-19.4488,-34.7078,-17.0798,-15.6493,-16.7571,-11.5678,-1.7956,41.8716,-1.1523,-14.7534
PPM8.9405,8.9218,22.3871,13.1093,-9.5209,-29.6185,22.5501,-25.7088,-10.0188,-5.851,-3.6768,39.0183,-12.3946,2.2865
PPM8.9395,4.2907,14.3634,19.84,-20.154,-11.778,10.5243,-41.3221,-1.5685,-1.4122,-21.7744,5.0245,-7.3369,14.7525
PPM8.9385,-7.9189,33.2329,16.9769,-31.2214,3.5333,-13.9367,-45.9706,1.3485,-5.5309,-33.7393,-10.2544,1.5793,17.7127
PPM8.9375,-0.4911,30.308,4.6458,-10.6543,-6.4802,-25.9505,-44.3308,-7.9038,-1.6523,-23.6942,-10.0791,-5.8627,5.6375
PPM8.9365,11.0194,9.966,-2.9759,5.2312,-22.8211,-13.3789,-45.6564,-13.8685,-16.0531,-30.7279,-14.9053,19.8385,-1.3629
PPM8.9355,42.0976,-0.395,0.5183,21.8815,-20.2661,-10.1587,-54.6543,-16.5108,-23.8853,-40.7131,-6.7307,49.9846,6.6962
PPM8.9345,27.6831,-5.7664,-26.2874,8.9086,-9.7535,18.4807,-26.1601,2.0646,-26.2685,-36.6458,-0.7178,51.6021,5.8476
PPM8.9335,-17.0669,-11.0058,-34.373,-1.2021,7.9343,46.7368,-22.3351,30.7247,-15.615,-16.1098,6.0096,25.4434,20.9382
PPM8.9325,-27.2781,18.6676,-17.4976,0.397,10.7443,56.2627,-30.7163,30.2756,4.1958,-6.3075,-9.7255,-6.4509,30.011
PPM8.9315,-27.7956,8.7857,22.2037,7.1781,-8.9647,50.6724,-16.5373,24.787,14.9705,-16.8346,-14.4756,-10.0332,23.5458
PPM8.9305,-10.7008,5.4888,43.5881,1.8961,-24.4762,56.1256,-27.1804,34.5196,29.4743,-32.8615,-20.4635,-22.7023,0.4348
PPM8.9295,-0.5478,32.634,25.3709,-18.8024,-5.6022,37.2536,-25.166,22.0347,21.115,-37.9226,-53.4581,-15.2078,-17.7506
PPM8.9285,13.2015,38.7196,7.8063,-13.9321,-3.7557,-13.6601,-15.0269,6.3712,-14.5565,-45.2821,-56.9009,-9.4483,-20.3225
PPM8.9275,16.5268,10.0018,-10.5745,-32.0498,-38.5782,-29.7768,-27.6792,10.1198,-29.2526,-35.9588,-41.2536,-20.9419,-4.5472
PPM8.9265,8.2026,-17.0119,-24.364,-23.8138,-23.994,13.4427,-29.1364,-17.6503,-18.9345,-19.9813,-11.2695,-33.8145,-3.9435
PPM8.9255,-15.6609,-32.1147,-25.3605,8.9993,19.0468,45.1881,-16.3645,-29.4165,-21.7034,-27.8127,-10.2966,-24.2319,-0.8792
PPM8.9245,-29.0958,-31.0226,-7.7885,8.3738,16.3527,16.8405,-23.2169,-49.2638,-17.037,-35.8645,-42.437,-18.2282,-4.6664
PPM8.9235,10.0024,-0.8668,-16.6761,-17.1441,3.991,-11.3876,-25.7203,-44.247,-24.0334,-45.7559,-24.1406,-6.2478,-21.2251
PPM8.9225,19.7769,4.8538,-35.9904,-38.0828,-3.9234,-36.7014,-3.2061,-3.5785,-18.7397,-37.7947,-19.0183,6.6293,1.8764
PPM8.9215,3.2275,1.9773,-47.9438,-49.9368,-22.0854,-45.8338,25.6364,-4.6712,-8.2722,-31.9515,-9.6616,4.466,11.0886
PPM8.9205,0.4223,25.5431,-22.962,-51.9246,-11.492,-22.9548,24.6434,-7.8058,-8.3487,-19.2646,-25.7104,4.2487,0.7593
PPM8.9195,9.775,19.6638,-13.9027,-42.2698,4.8812,11.4442,31.0184,-26.8016,9.7169,20.0361,-19.5757,-24.3698,3.8479
PPM8.9185,17.517,-6.7827,-27.8095,-45.5016,-10.4476,31.4504,16.3481,-32.169,2.6367,1.6344,9.6427,-31.6436,-8.3953
PPM8.9175,-3.6118,-22.7571,-3.97,-26.2029,-36.3823,30.0586,-16.5995,-18.9746,-20.73,-23.3941,14.7419,-4.9818,-24.0063
PPM8.9165,-15.3703,-11.0183,2.436,-12.2246,-48.5248,14.9034,-36.6955,-7.3958,-7.0606,-21.1028,-4.7313,4.2851,-8.7351
PPM8.9155,1.5731,-25.9583,4.6281,-10.0295,-13.3305,-9.003,-29.8979,-19.7086,-6.1907,-30.6487,-28.7856,14.7543,9.8719
PPM8.9145,17.736,-46.6338,28.7965,-4.2175,10.5601,-17.0984,-42.7297,-1.0479,4.0931,-29.9429,-21.4047,1.5681,5.8913
PPM8.9135,-3.9395,-54.7668,33.4721,-6.1617,5.1436,-5.3004,-25.8417,10.3425,22.5665,0.4316,6.0843,-10.6584,12.1731
PPM8.9125,-31.3132,-44.3938,17.6455,2.7631,25.1998,14.839,-18.805,-0.6111,-2.8652,16.1306,24.9053,-4.7501,15.2292
PPM8.9115,-35.8526,-17.3959,-3.7392,-2.3942,26.4559,38.5271,7.9719,-4.407,-19.7975,-10.041,7.9918,6.7502,1.843
PPM8.9105,2.0049,-11.9771,-16.8264,-23.6409,25.0765,53.4019,14.9573,1.8592,-29.4409,-43.0181,-11.7647,29.7437,-16.2175
PPM8.9095,17.5989,-26.706,-15.1333,-19.2039,15.7854,44.1752,25.3907,-22.8799,-19.3698,-27.1091,-17.9821,43.5168,-20.9164
PPM8.9085,17.301,-25.2337,-14.0564,6.881,-14.2816,25.6062,36.2975,-33.6978,3.0559,-19.3826,-19.613,27.4329,5.6604
PPM8.9075,14.4613,-25.7458,-21.9725,-33.3527,-41.9184,25.8927,41.9517,-8.4059,21.8848,-28.2476,5.1333,36.8158,9.2132
PPM8.9065,5.2344,-20.1995,-37.1521,-62.495,-39.356,10.5421,28.2914,20.5686,31.3003,-34.5324,15.523,24.2567,-5.4506
PPM8.9055,-0.6816,-12.1155,-17.0064,-52.168,-52.5388,-14.4544,12.5342,52.8361,32.1775,-35.5063,28.1919,2.6784,-1.9645
PPM8.9045,1.1337,-14.0667,12.6427,-28.3238,-31.4679,-31.6166,6.2866,24.9315,4.9577,-15.0841,33.752,0.6834,21.0563
PPM8.9035,-4.3873,3.7464,6.7153,-11.785,-2.459,-12.01,-9.6087,-17.7788,-0.0435,-4.4079,17.2173,11.1219,39.3117
PPM8.9025,-21.0518,2.8663,22.2448,26.5032,16.7164,29.0033,-2.3319,-24.43,12.7381,14.2796,18.7527,17.5719,14.5837
PPM8.9015,-15.4869,2.7597,18.7945,21.6288,21.8486,29.4065,3.9858,-24.0077,-2.9443,19.9946,35.2634,3.6152,-27.9795
PPM8.9005,-1.5423,18.4678,17.2903,12.2253,5.5961,30.5509,-1.4318,-27.7523,-21.8861,-7.742,34.3168,-20.8845,-55.3054
PPM8.8995,-16.2298,35.565,-3.599,-6.3752,3.552,30.9642,18.4337,0.8144,-22.3189,-16.3248,5.5539,-13.1812,-51.0966
PPM8.8985,4.0776,21.4307,-32.4508,-2.3334,17.3671,22.7838,21.5612,15.3095,-25.7987,-16.2704,-0.0265,-14.6307,-21.8603
PPM8.8975,6.9628,-15.4398,-29.0558,7.6908,7.0261,21.6245,13.2815,13.5621,-35.4122,-38.7031,15.1437,-14.9836,1.6194
PPM8.8965,17.6432,-32.232,-19.5276,3.0864,11.7197,43.4369,-1.9509,5.0023,8.6529,-30.769,38.9604,6.4213,-8.1926
PPM8.8955,5.0964,-30.6147,-5.9942,0.6511,19.423,49.7736,-5.1416,-4.8902,47.8182,4.689,55.5483,-23.6682,-25.7254
PPM8.8945,-2.4093,-20.5709,-13.4819,7.2746,-1.6493,29.7755,38.8431,-9.5271,33.2351,10.4941,59.1033,-57.9685,-21.4339
PPM8.8935,-13.7784,-27.6364,-36.8677,-1.5347,-13.3368,6.7217,47.9669,7.8443,30.4751,-27.4752,43.3477,-67.8369,-12.8032
PPM8.8925,-24.9393,-14.7068,-17.5778,-11.2389,-3.5401,41.5797,17.6013,14.8241,27.9139,-28.5129,23.7364,-35.8555,-31.9033
PPM8.8915,-9.3012,-13.6128,-2.891,-14.5277,-10.6647,55.4,-7.3641,27.0863,3.352,-1.176,-6.044,-15.3005,-34.6509
PPM8.8905,18.7439,1.4433,16.7928,-15.0578,-4.6345,24.8662,-11.4298,28.9143,-19.2963,5.9993,-32.1742,0.6868,-40.6778
PPM8.8895,34.7404,-2.6601,35.1693,-7.199,20.7338,-1.441,21.1789,11.1196,-16.8453,13.0311,-16.7556,-0.8725,-30.379
PPM8.8885,35.7765,-0.5762,29.2712,10.9704,9.9133,-5.9194,5.4891,6.6502,-16.026,27.8836,-19.7288,-8.5174,2.8782
PPM8.8875,14.4916,11.4954,13.1632,25.2042,-1.4884,-3.8993,-6.4687,11.8431,-4.1657,47.6045,-52.0409,-11.3877,6.8266
PPM8.8865,-11.4287,25.767,9.1198,20.2568,34.252,9.2095,1.985,6.4939,-10.9522,45.457,-42.3168,1.28,1.4203
PPM8.8855,-14.1053,16.2974,19.4584,-3.612,57.8715,6.5632,-11.0776,2.0482,-36.4435,5.1038,-24.6194,-3.6538,-14.785
PPM8.8845,12.1463,13.1801,13.5807,-11.7811,43.3454,-9.4525,-16.8966,-1.0301,-8.4503,-39.6139,-34.3701,10.251,-14.593
PPM8.8835,1.395,-33.0421,-12.2451,-18.6754,39.1995,-27.0559,-9.9265,13.7753,9.3821,-34.7592,-54.1386,23.3722,-21.4861
PPM8.8825,-11.5044,-58.7244,-1.8996,-3.1704,32.3577,-20.4362,3.7409,28.8328,6.2111,-11.2044,-36.9319,32.483,-26.1475
PPM8.8815,0.0432,-48.7558,10.9101,-15.7291,20.2459,-8.8355,22.2176,29.0584,-1.7627,-5.5146,-10.1592,22.6728,15.2025
PPM8.8805,-10.7905,-34.8725,-7.2863,-38.0179,7.2533,-25.1268,15.9668,-11.1865,10.6382,-0.0713,-16.8611,11.1109,39.86
PPM8.8795,-8.1628,-17.3025,-14.7117,0.5057,4.8608,2.0797,-11.3096,-4.2886,8.9194,-2.8783,-12.0798,4.6595,39.4961
PPM8.8785,-21.6485,5.3951,5.2987,35.4078,11.7172,17.1114,-10.5938,11.222,-13.6927,-6.0273,-1.6736,-14.0401,49.5516
PPM8.8775,-28.4343,8.6094,5.5691,24.9403,16.6645,35.6324,-22.4262,20.2359,-24.4051,-12.9339,-20.7499,-13.3505,59.4619
PPM8.8765,-45.3918,-6.2266,4.7571,13.4054,14.2886,14.6447,-5.9088,28.4452,-39.8978,-0.8908,-20.0717,13.2021,35.2911
PPM8.8755,-47.128,-6.8728,-10.1453,-16.909,34.4038,-19.5221,-3.0835,24.389,-28.9015,-0.0442,-2.1277,21.8784,-8.128
PPM8.8745,-22.8625,-29.0311,14.0543,-13.3099,57.5863,-24.58,-7.7338,23.1474,-14.6806,14.0716,-2.7153,22.5077,-32.0718
PPM8.8735,7.0176,-30.5416,20.7961,10.6454,18.7164,-2.1838,-24.4639,38.217,-9.1109,5.5786,-26.2578,20.2764,-23.4975
PPM8.8725,5.6272,-20.7148,5.4535,18.0899,1.3524,24.4325,-43.6664,43.3538,-22.7764,9.4327,-34.4871,27.4604,-23.4803
PPM8.8715,-10.0391,-21.7206,-1.6224,29.4434,25.5357,35.914,-53.468,23.8482,-14.6879,12.7502,-15.0343,18.9074,-10.928
PPM8.8705,-33.9875,-32.75,-25.1368,26.9358,56.9917,41.0106,-42.9155,26.005,17.6604,4.1161,20.6509,2.4323,32.0723
PPM8.8695,-42.097,-14.1588,3.4852,16.889,73.0186,36.5505,-22.8122,-3.5696,16.5721,27.1652,29.8853,8.3849,48.8134
PPM8.8685,-35.1545,-6.5597,20.4859,6.9178,52.53,19.2351,-9.5322,-29.6068,19.6667,36.2399,29.3771,-8.0669,16.278
PPM8.8675,-4.721,-8.0255,11.7771,-6.6638,12.8389,12.8424,-24.718,-41.3605,25.506,16.77,44.7761,-1.4753,-5.8908
PPM8.8665,12.3416,-9.5891,9.5031,-30.0554,11.9949,7.2733,-12.5692,-52.5273,8.1634,14.3696,54.3883,5.3607,-6.2596
PPM8.8655,25.4314,-13.0922,4.4967,-52.1645,22.6267,20.4098,6.0744,-45.7841,-10.0391,15.8123,44.6855,1.9656,-2.6923
PPM8.8645,41.5704,-25.2874,18.025,-36.217,22.5556,14.0552,-1.4985,-22.5423,-24.6151,0.4391,16.1804,3.3341,-9.7366
PPM8.8635,47.8312,-5.3303,20.7362,-17.2935,-5.0826,-8.5738,-3.4159,18.223,-25.6886,10.9329,13.2438,-13.0197,-29.5979
PPM8.8625,35.5413,5.2834,18.9667,-20.8702,-14.8115,-17.0111,9.3295,30.9865,-13.8529,1.1124,-6.5343,-14.9756,-27.8952
PPM8.8615,29.9694,-0.2998,12.6556,-18.7722,-29.9311,-16.6232,7.3511,15.3904,15.4886,-15.5093,-4.9071,-26.3059,-11.1958
PPM8.8605,29.0228,0.4841,-0.9555,-22.5649,-16.7333,-16.9331,-2.9134,8.7815,24.479,-1.7324,31.2864,-15.4149,-14.2504
PPM8.8595,7.661,-20.6166,-17.7247,-25.6828,17.4091,-18.0732,-24.7318,7.7507,10.7707,9.7281,32.9194,-18.2094,-8.7102
PPM8.8585,-18.2859,-62.4374,-25.5509,-24.8811,29.9145,-19.3404,-42.3885,-8.952,15.7987,-1.5378,13.4319,-31.5136,10.1996
PPM8.8575,-37.3025,-90.2044,-30.8706,-18.6548,16.1358,-14.8862,-40.3709,-31.5833,19.2479,-7.8526,13.807,5.8238,26.2578
PPM8.8565,-15.8381,-84.6886,-21.9615,-23.5409,-5.618,-3.6356,-26.0452,-0.1807,19.7186,26.9282,-2.9898,21.5094,31.548
PPM8.8555,-1.5187,-66.2082,7.7043,-34.1347,-13.1711,-25.1504,-19.4964,12.7948,10.6133,40.9885,-28.6554,-4.7463,8.0645
PPM8.8545,23.9675,-44.0916,10.9977,-21.4377,-3.117,-30.8616,-24.5786,-0.2917,10.6514,31.329,-22.8866,-35.0754,-28.0988
PPM8.8535,30.2194,-62.001,7.7885,4.6708,-13.2152,-24.7574,-15.4332,-15.0797,16.9878,25.5313,3.2537,-39.1902,-28.626
PPM8.8525,4.8494,-66.6742,-8.2214,19.9915,-3.838,-46.14,34.5777,-13.6294,-0.6006,0.8919,-1.6531,-25.2861,-8.5596
PPM8.8515,2.9252,-30.5065,-27.5547,30.0525,2.5275,-68.7918,40.2481,18.8229,-17.9057,-17.2012,-12.3669,-9.4914,9.041
PPM8.8505,-1.3541,-16.4673,-34.5492,2.7786,4.4836,-57.2495,29.9902,19.2232,-13.6165,-18.36,-13.9412,9.0312,7.3661
PPM8.8495,-18.3736,-35.9665,-30.6501,-3.9664,-1.9268,-50.7222,10.2224,4.4581,-9.0566,3.0851,-14.739,23.3625,-0.0212
PPM8.8485,9.8197,-14.3424,-2.9318,2.6753,-20.2851,-16.0545,-11.2322,-10.7309,-2.1547,27.5044,-10.2634,26.4689,-16.3462
PPM8.8475,-0.8056,9.3349,23.9458,-9.7329,-31.2301,-7.598,0.627,-26.1081,-3.8867,2.1356,-7.0933,7.6466,-15.042
PPM8.8465,-6.8779,-11.1581,19.3255,-15.7393,-40.4551,-12.1597,26.6909,-29.7935,-3.5475,-12.9411,3.3664,6.6195,0.3111
PPM8.8455,21.7069,-10.8205,-1.4877,-34.4089,-43.4635,15.3741,26.0323,-14.5051,-31.4147,-6.9657,-0.4723,13.9426,1.1327
PPM8.8445,47.7711,9.4936,-11.153,-35.9583,-49.5568,32.1143,14.2209,8.3082,-47.3606,-8.1397,6.6995,7.491,-1.3149
PPM8.8435,43.9955,10.7907,-13.7523,-35.7856,-42.8607,-6.2886,8.3197,14.453,-10.4889,25.5942,4.0493,-7.618,-24.5314
PPM8.8425,8.3403,-8.8145,-8.0442,-26.1362,-29.4671,1.8696,9.9052,43.6022,20.209,54.8103,-23.0212,-25.0908,-11.8065
PPM8.8415,-3.6694,1.073,11.022,-20.6664,-21.3506,22.0783,7.0831,57.2247,15.5945,22.9362,-26.4315,-48.9754,-5.7723
PPM8.8405,14.1072,12.1106,22.4157,-12.6752,-32.6987,8.6927,-19.6705,41.2336,2.5412,-21.2813,-0.5411,-27.3646,-4.6721
PPM8.8395,38.9151,23.1279,2.4317,-22.8007,-7.4807,-5.9894,5.7015,28.7695,4.2057,-10.1284,24.6562,16.519,-10.713
PPM8.8385,29.4271,17.3157,-31.0562,-31.3159,-12.1453,-25.7774,24.6928,24.9034,-4.5627,10.1204,34.188,44.6994,-12.4113
PPM8.8375,23.2758,19.6329,-43.8454,-24.8469,-29.7434,-21.3983,6.1451,17.4827,-4.7108,22.8441,33.5023,16.1718,17.2197
PPM8.8365,22.8724,5.6783,-39.7359,-15.3084,-18.3092,2.3312,-9.7377,12.4753,-10.53,27.003,22.8883,0.4651,10.9045
PPM8.8355,-0.8803,-11.0015,-42.9403,0.3564,-14.2657,30.2004,-9.9516,16.2226,-40.319,7.4561,9.0632,-4.8895,-3.7957
PPM8.8345,-0.5786,-8.4371,-19.7826,-8.7243,-25.7034,23.7829,1.0984,17.6692,-28.077,-14.6358,-12.159,-10.3408,0.0125
PPM8.8335,-2.9318,6.9811,-15.5348,-9.6455,-17.6164,8.4662,1.3829,19.4175,-1.043,-36.8621,-13.7588,-7.9737,2.6494
PPM8.8325,-1.763,19.6779,-26.3591,4.4852,-13.6134,-0.6877,-9.0261,-4.7402,1.177,-30.3358,3.6764,-9.3656,-0.2378
PPM8.8315,-5.2925,0.1526,-28.7856,25.2619,-33.6289,-0.2126,-10.6001,-29.0251,-3.8287,-28.0215,20.1964,-15.4026,33.1457
PPM8.8305,-27.8704,-10.2126,-47.66,41.0893,-17.1543,18.7593,19.5925,-44.1528,7.739,-31.9192,50.3438,-40.9901,52.5055
PPM8.8295,-35.7052,-2.4984,-37.097,22.0651,8.008,10.0913,21.5649,-39.0293,12.5368,-0.4718,46.1958,-41.033,51.9904
PPM8.8285,-24.6534,25.6457,-18.2887,12.8158,32.2674,-23.8533,6.0355,-37.0424,12.8434,28.2459,12.3979,-34.7786,47.0639
PPM8.8275,-30.7989,57.0797,-0.3322,27.7233,17.7111,-27.132,-3.6621,-8.0106,2.3443,35.2001,-13.6372,-2.5643,49.0797
PPM8.8265,-55.4406,50.8832,4.8339,5.1818,-8.012,-30.7104,10.1721,1.8525,-5.5338,42.1714,-33.1463,-34.9255,40.4932
PPM8.8255,-53.7259,36.0685,-3.145,-20.0097,-23.3139,-40.9754,30.5499,9.4056,9.4202,23.9374,-36.414,-76.4642,17.4942
PPM8.8245,-42.5482,29.1618,-21.0184,-34.5702,-23.7893,-41.8576,34.0481,3.7275,20.2836,15.3833,-22.2396,-47.6146,-2.916
PPM8.8235,-44.0503,21.1482,-37.1181,-42.3494,-27.384,-2.3025,26.9722,-3.4467,33.6146,13.1532,-34.7475,-16.0502,-4.2906
PPM8.8225,-41.7053,2.9221,-23.6688,-27.9703,-19.0386,39.0091,36.3189,-7.8385,32.2242,7.9205,-14.0253,2.8107,8.6687
PPM8.8215,-25.3015,-9.3653,4.6519,-26.7527,-34.5175,22.0462,42.5116,-34.2494,11.303,-10.457,-7.627,15.3012,10.8069
PPM8.8205,-1.6377,0.3168,8.1751,-41.9407,-24.2263,2.0375,26.8493,-15.6715,1.6319,-7.136,-23.4416,2.5585,29.1942
PPM8.8195,15.3051,19.5209,4.1612,-21.1133,-8.5519,3.1091,28.6097,4.4106,-8.8337,16.5519,-21.6062,-30.0234,40.0564
PPM8.8185,7.3641,31.7838,24.6781,10.6133,15.0518,9.5429,35.3798,4.6839,-7.4076,12.2264,-19.0289,-37.0037,41.4839
PPM8.8175,-7.4219,30.3566,14.3395,17.6357,19.6425,4.3152,38.5442,14.0802,-12.4948,-16.464,-14.6113,-15.4749,31.5605
PPM8.8165,-7.3887,30.3081,4.7131,8.4702,11.102,-8.3024,28.0403,14.469,-27.354,-26.9596,-16.2714,-2.4679,15.7193
PPM8.8155,-6.3379,11.3773,4.7906,-1.3556,5.8701,-0.5741,-5.446,35.0262,-21.9601,-15.8214,-34.9317,0.7514,34.4428
PPM8.8145,-9.9043,2.5376,-11.9912,-16.7685,27.2861,10.2856,-24.6684,38.1937,-10.3452,-6.1195,-40.9859,20.1466,48.2378
PPM8.8135,-6.266,5.0831,9.101,-1.2399,33.7676,-11.4351,-28.8114,15.4334,-5.6162,-2.629,-18.7617,53.1754,48.2155
PPM8.8125,18.7165,2.1885,21.4783,24.395,8.695,-22.7869,-25.6373,5.2721,-9.5052,-25.4041,2.076,60.9249,18.7396
PPM8.8115,8.8264,7.0966,-7.764,42.7788,-12.9684,-24.575,3.9598,-6.367,-0.1052,-40.3019,-4.6159,18.6402,-1.0662
PPM8.8105,7.9735,8.9348,-20.5498,19.1966,-21.6862,-8.7897,20.915,-32.5956,1.8487,-10.8555,-8.7891,-6.8491,4.9135
PPM8.8095,0.1349,15.5929,-6.9044,-9.0988,-16.7087,14.3232,5.2329,-22.2556,-6.7601,9.6198,-2.7314,-8.9731,13.1622
PPM8.8085,11.2749,32.1584,8.7552,-22.1429,4.2354,-3.212,-5.9086,-14.8943,-2.5095,-0.5018,11.242,-28.3924,15.8925
PPM8.8075,23.211,17.3974,5.0385,-5.9146,16.0135,-28.3254,20.9649,-5.5008,-9.0885,6.421,20.6612,-47.5731,27.3294
PPM8.8065,20.9326,-5.1517,-1.6348,-11.551,12.394,-43.8702,35.8618,-19.4639,-16.391,21.2669,28.3108,-24.4797,21.3419
PPM8.8055,1.82,-8.6515,0.3048,-19.0088,7.8321,-66.6815,26.1686,-38.7305,-14.3868,25.3901,12.4136,-32.4869,-1.4719
PPM8.8045,-24.4153,-13.2762,13.3702,7.3628,-1.5528,-57.6048,9.5711,-54.3402,6.515,14.328,15.8239,-40.0771,-13.4482
PPM8.8035,-24.3859,-25.3097,-0.1459,16.2133,-4.2047,-36.2104,10.5296,-55.1925,21.7541,-3.8587,54.8387,-22.6443,-24.339
PPM8.8025,-28.1922,-31.6216,-15.193,3.5152,-11.387,-29.0696,5.0382,-39.1187,19.6693,9.0314,78.1232,-26.8107,-31.7523
PPM8.8015,-32.4771,-17.5756,-17.5312,-22.6307,-10.6761,10.0075,-4.7883,-50.2995,4.0531,18.2755,51.3851,-29.8659,-30.9426
PPM8.8005,-24.3052,-14.6142,-21.4518,-16.608,22.5994,32.2303,-5.6299,-47.5175,7.1564,17.1734,19.9173,-46.6002,-25.7047
PPM8.7995,1.5094,-6.8593,-15.862,-20.8503,37.5335,21.0562,9.157,-24.5342,14.6768,11.51,13.4511,-34.7892,-36.5274
PPM8.7985,16.9734,-10.8461,-12.4966,-32.4651,17.0493,26.6248,9.7175,-17.1515,7.8832,-6.2522,14.3553,-10.2231,-3.7278
PPM8.7975,-11.491,-21.0193,-4.0596,-29.2992,-10.0805,34.9807,2.3033,-8.0418,-7.4621,-6.0174,18.1353,4.2997,-11.3937
PPM8.7965,-8.731,-12.4651,-12.6361,-7.0599,-12.211,44.5684,15.6564,-1.0332,-7.9266,-24.2687,24.7921,-15.4501,-31.5114
PPM8.7955,-5.2952,-21.2407,-17.4144,8.5316,-8.0463,32.6248,15.0588,-24.4962,-14.4231,-5.3138,7.5356,-51.7083,-36.1575
PPM8.7945,5.604,-8.2989,-35.3228,11.2036,-24.5744,9.9265,-13.2993,-31.2184,-5.2152,29.135,-29.6551,-34.6522,-16.4496
PPM8.7935,34.9305,13.7177,-21.1583,-8.6777,-5.7201,11.4186,-8.3888,-35.3109,10.5031,26.6276,-18.1282,-8.9738,-16.4206
PPM8.7925,17.4749,7.4787,-2.2666,-14.2779,5.2426,34.975,-6.4026,-28.7851,18.2798,13.9291,-16.3606,-9.5647,-10.3042
PPM8.7915,-6.7115,-8.124,7.8546,-18.6675,-7.8103,38.0114,2.565,-6.4864,6.1656,5.028,-36.145,-8.1386,16.1399
PPM8.7905,-23.3884,-38.0452,20.5217,-17.041,-23.0077,27.1605,-8.0716,-10.7207,-23.3077,29.792,-27.2115,5.636,10.8375
PPM8.7895,-18.1291,-52.6475,35.2896,-0.1165,-11.448,15.3164,-15.125,-1.2874,-22.4079,21.928,-10.3635,6.4332,4.6322
PPM8.7885,15.9225,-47.9032,40.0231,-17.5989,22.7396,4.8831,5.4627,4.1484,-3.5653,24.4977,-4.1064,6.7189,-2.1119
PPM8.7875,8.5907,-35.9838,24.9862,-18.8273,20.1765,18.3275,13.9571,10.1895,16.9198,-2.7137,1.1958,25.2642,8.937
